action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836108,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ncnc4sccc34)CC2)n1,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '13.44', 'le': '0.27', 'lle': '0.96', 'sei': '7.01'}",CHEMBL5184632,,CHEMBL5184632,5.30,0,http://www.openphacts.org/units/Nanomolar,3879072,=,1,1,=,,IC50,nM,,5000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,5.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836109,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccc4ncc(Cl)n4n3)CC2)n1,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '15.54', 'le': '0.31', 'lle': '2.37', 'sei': '7.99'}",CHEMBL5192821,,CHEMBL5192821,6.40,0,http://www.openphacts.org/units/Nanomolar,3879073,=,1,1,=,,IC50,nM,,400.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.4
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836110,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccc4nnc(Cl)n4n3)CC2)n1,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '15.80', 'le': '0.32', 'lle': '3.10', 'sei': '7.02'}",CHEMBL5184753,,CHEMBL5184753,6.52,0,http://www.openphacts.org/units/Nanomolar,3879074,=,1,1,=,,IC50,nM,,300.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.3
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836111,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccc4nncn4n3)CC2)n1,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '11.78', 'le': '0.23', 'lle': '1.69', 'sei': '4.80'}",CHEMBL5204871,,CHEMBL5204871,4.46,0,http://www.openphacts.org/units/Nanomolar,3879075,=,1,1,=,,IC50,nM,,35000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,35.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836112,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccc4nnc(Br)n4n3)CC2)n1,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '13.03', 'le': '0.29', 'lle': '2.43', 'sei': '6.41'}",CHEMBL5179449,,CHEMBL5179449,5.96,0,http://www.openphacts.org/units/Nanomolar,3879076,=,1,1,=,,IC50,nM,,1100.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,1.1
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836113,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CSc1nnc2ccc(N[C@H]3CC[C@@H](Nc4ccnc(C(F)(F)F)n4)CC3)nn12,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '14.36', 'le': '0.29', 'lle': '2.61', 'sei': '6.56'}",CHEMBL5199890,,CHEMBL5199890,6.10,0,http://www.openphacts.org/units/Nanomolar,3879077,=,1,1,=,,IC50,nM,,800.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.8
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836114,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nnc2ccc(N[C@H]3CC[C@@H](Nc4ccnc(C(F)(F)F)n4)CC3)nn12,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '13.58', 'le': '0.26', 'lle': '2.25', 'sei': '5.73'}",CHEMBL5171317,,CHEMBL5171317,5.33,0,http://www.openphacts.org/units/Nanomolar,3879078,=,1,1,=,,IC50,nM,,4700.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,4.7
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836115,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccc4nnc(C5CC5)n4n3)CC2)n1,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '12.78', 'le': '0.24', 'lle': '1.70', 'sei': '5.75'}",CHEMBL5197648,,CHEMBL5197648,5.35,0,http://www.openphacts.org/units/Nanomolar,3879079,=,1,1,=,,IC50,nM,,4500.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,4.5
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836116,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Nc3ccc4nnc(C(F)(F)F)n4n3)CC2)n1,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '12.87', 'le': '0.25', 'lle': '1.95', 'sei': '6.18'}",CHEMBL5204212,,CHEMBL5204212,5.75,0,http://www.openphacts.org/units/Nanomolar,3879080,=,1,1,=,,IC50,nM,,1800.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,1.8
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836117,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nnc2ccc(N[C@H]3CC[C@@H](Nc4ccnc(C(F)(F)F)n4)CC3)nn12,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '11.66', 'le': '0.22', 'lle': '2.24', 'sei': '3.85'}",CHEMBL5180573,,CHEMBL5180573,4.58,0,http://www.openphacts.org/units/Nanomolar,3879081,=,1,1,=,,IC50,nM,,26000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,26.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836118,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(c1ccc2nnc(Cl)n2n1)[C@H]1CC[C@@H](Nc2ccnc(C(F)(F)F)n2)CC1,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '14.76', 'le': '0.30', 'lle': '2.85', 'sei': '7.49'}",CHEMBL5209109,,CHEMBL5209109,6.30,0,http://www.openphacts.org/units/Nanomolar,3879082,=,1,1,=,,IC50,nM,,500.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,0.5
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836119,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN(c1ccnc(C(F)(F)F)n1)[C@H]1CC[C@@H](Nc2ccc3nnc(Cl)n3n2)CC1,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '13.96', 'le': '0.28', 'lle': '2.51', 'sei': '7.08'}",CHEMBL5172731,,CHEMBL5172731,5.96,0,http://www.openphacts.org/units/Nanomolar,3879083,=,1,1,=,,IC50,nM,,1100.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,1.1
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836120,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nccc(O[C@H]2CC[C@@H](Nc3ccc4nnc(Cl)n4n3)CC2)n1,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '14.31', 'le': '0.29', 'lle': '2.53', 'sei': '6.57'}",CHEMBL5177508,,CHEMBL5177508,5.92,0,http://www.openphacts.org/units/Nanomolar,3879084,=,1,1,=,,IC50,nM,,1200.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,1.2
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836121,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nccc(N[C@H]2CC[C@@H](Oc3ccc4nnc(Cl)n4n3)CC2)n1,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '12.43', 'le': '0.25', 'lle': '1.75', 'sei': '5.71'}",CHEMBL5203767,,CHEMBL5203767,5.14,0,http://www.openphacts.org/units/Nanomolar,3879085,=,1,1,=,,IC50,nM,,7200.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,7.2
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836122,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nccc(N[C@]23CC[C@](Nc4ccc5nnc(Cl)n5n4)(CC2)CC3)n1,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '12.25', 'le': '0.24', 'lle': '1.42', 'sei': '5.79'}",CHEMBL5195900,,CHEMBL5195900,5.38,0,http://www.openphacts.org/units/Nanomolar,3879086,=,1,1,=,,IC50,nM,,4200.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,4.2
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836123,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nccc(N2CCC(CNc3ccc4nnc(Cl)n4n3)CC2)n1,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '12.63', 'le': '0.25', 'lle': '2.29', 'sei': '6.20'}",CHEMBL5181736,,CHEMBL5181736,5.21,0,http://www.openphacts.org/units/Nanomolar,3879087,=,1,1,=,,IC50,nM,,6100.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,6.1
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836124,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nccc(NCC2CCN(c3ccc4nnc(Cl)n4n3)CC2)n1,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '11.24', 'le': '0.23', 'lle': '1.72', 'sei': '5.51'}",CHEMBL5193497,,CHEMBL5193497,4.64,0,http://www.openphacts.org/units/Nanomolar,3879088,=,1,1,=,,IC50,nM,,23000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,23.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836125,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nccc(NC2CCN(c3ccc4nnc(Cl)n4n3)CC2)n1,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '13.08', 'le': '0.26', 'lle': '2.54', 'sei': '6.20'}",CHEMBL5204915,,CHEMBL5204915,5.21,0,http://www.openphacts.org/units/Nanomolar,3879089,=,1,1,=,,IC50,nM,,6100.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,6.1
,,24836126,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nccc(N2CCC(Nc3ccc4nnc(Cl)n4n3)CC2)n1,,,CHEMBL5143527,Eur J Med Chem,2022,,CHEMBL5182946,,CHEMBL5182946,,0,http://www.openphacts.org/units/Nanomolar,3879090,>,1,1,>,,IC50,nM,,50000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,50.0
,,24836127,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nccc(N2CCN(c3ccc4nnc(Cl)n4n3)CC2)n1,,,CHEMBL5143527,Eur J Med Chem,2022,,CHEMBL5188862,,CHEMBL5188862,,0,http://www.openphacts.org/units/Nanomolar,3879091,>,1,1,>,,IC50,nM,,50000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,50.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836128,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nccc(N[C@@H]2CC[C@H](Nc3ccc4nnc(Cl)n4n3)C2)n1,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '14.94', 'le': '0.30', 'lle': '2.93', 'sei': '6.41'}",CHEMBL5189224,,CHEMBL5189224,5.96,0,http://www.openphacts.org/units/Nanomolar,3879092,=,1,1,=,,IC50,nM,,1100.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,1.1
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24836129,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '30.0'}]",CHEMBL5144522,Inhibition of human MALT1 assessed as cleavage of substrate using fluorescent labeled Ac-LRSR-Rh110 peptide as substrate incubated for 30 mins followed by substrate addition and measured after 3 to 4 hrs by FRET assay,B,,,BAO_0000190,BAO_0000357,single protein format,FC(F)(F)c1nccc(N[C@H]2C[C@@H](CNc3ccc4nnc(Cl)n4n3)C2)n1,,,CHEMBL5143527,Eur J Med Chem,2022,"{'bei': '11.96', 'le': '0.24', 'lle': '1.88', 'sei': '5.13'}",CHEMBL5186994,,CHEMBL5186994,4.77,0,http://www.openphacts.org/units/Nanomolar,3879093,=,1,1,=,,IC50,nM,,17000.0,CHEMBL3632452,Homo sapiens,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,9606,,,IC50,uM,UO_0000065,,17.0
